872828466,7132
839465958,2330
857077872,2212
801801567,3512
855162927,3322
767099713,2151
770142853,1330
836684919,1120
889988339,3252
772779852,2611
715072750,2149
731435261,9111
792385187,1431
810638394,3341
860946590,9112
721843655,3323
871313726,1323
731012930,1211
865297859,2433
804595650,4222
752596579,3113
785637891,2634.0
843263945,5223
754149367,2411
869305753,7114
754276476,7132
796317121,2511
733493217,5131
754400301,2512
879858279,1343
880218894,3332
850129409,3257
869608300,1324.0
844400975,2512
870021844,3141
883947737,4222
787890742,1211
809710374,3331
795969959,1219
822053239,7523
783885109,3323
878532421,1344
813808083,3343
883942052,4212
837030423,1221.0
863821901,3522
823300143,3334.0
860116947,2512
834972267,8322
793505712,3115
873942008,3312
764137984,2433
766940573,5113
800757001,7115
731392999,1330
733555564,1213
884034606,3513
815337116,2529
813898274,1212
830014473,5223
828412700,1120
844595372,8321
802321901,2512
873568438,1324
750500038,1330
758515136,3257
854760326,2621
883924843,7534.0
715181127,2611
718936400,9622
792868203,9333
826500305,1324
853386843,3221
713924922,3339
870068622,9412
792299548,2145
850053000,9621
874390521,3343.0
818147738,5132.0
892297646,2163
813768929,5131
728316083,8332
803071375,7231
739708881,2152
840257642,2330
870290465,3118
865384483,2320
824158110,2166.0
844673659,7223
818845956,7543
824883616,3434
891827176,4227
772734071,7411
856040903,2423
825730075,2330
715208453,3141
753741043,7322
824504805,7512
776400501,8142
829758318,3312
726947112,2529
877333164,1411
789188547,2262
800754024,3359
893949935,3115
855545361,2423
796155882,2133
847671925,2412
742438511,7119
848225359,1221
879059443,7231
848648271,3434
724447679,2421.0
879064773,9112
740163448,2643
836478319,3313.0
854407023,5414.0
775359643,2433
832899311,5132
733493432,2342
848097115,8211
839346460,3322.0
792956347,1219
768873198,5244
724596782,2163
880103829,3115
833813817,9412.0
715309406,1342
810131612,7221.0
750439035,2611
855190513,2635
775058770,7212
783458005,2622
722392342,5311
835398070,5131.0
801411375,2611
801815874,7115
740690863,5165
778536560,7543
805807307,2512
734679259,9329
840945200,2263
866918403,9412
872624564,2611
718889841,3113
835573894,2513
756754983,2424
802436242,3115
754636130,3321
762613434,2310
715181242,2611
779195013,5131
867987084,3259
774524130,1330
784112830,2423
852656243,3213
784977773,3112
765835733,2111
789862503,1323
847256345,9334
741743484,2511
761451960,7533
804820694,2165
876272761,4226.0
831766362,9329
747984102,2412
721817392,1330
787973675,4221
854963219,1211
867138451,2166
782895127,1420
724592431,1211
744567473,3334
873272441,8121
775760999,2120
716985861,2412
799557704,3112
844474920,6129
877262017,3321
877249912,9321
855234064,9112
873169003,9611
715052115,2320
872195174,2151
736019958,9112
758598621,2422
872856988,2166
836728527,2519
727422060,7131.0
895523071,2359
810835368,1211
836929936,8152
884206589,2433
850218384,3141
850106902,3122
833524213,5311
808359223,2611
758454813,2423
736776382,1323
727413825,4312
887356686,9333
877325404,4222
856309498,5153
869178695,2512
830795835,2433
851293531,5153
794441431,7114
848619432,3321
826196659,7211
780025352,2423
845150630,2512
888158860,8332
791166986,2611
723830468,5243
885772437,3211
762416401,3343
809806648,7511
849999581,1219
784123452,1221
891808036,5230
730452680,2511
885848604,2511
861331002,1221
851089489,9331
839114892,8322
723189017,5151
754815138,1221
818793675,2423
859426808,2132
774295741,2411
836615527,4322
826446644,9313
846310657,5230
874421318,3322
867446158,4132
836621105,2221
847941059,5321
867581376,4225
872730532,8131
783068679,5223
735827025,2310
846214690,4226
837199079,2512
826755733,2412
839450140,5132
873456070,7523
868309381,7231
768865334,5153
783962098,5322
771285220,2411
721667237,2643
776994792,7132
870128977,2431
777059015,2433
858417746,5322
827758603,7131
845147566,3114
818316398,5120
715158308,3343
786885741,2431
877894468,3324
807361481,2166
849211267,3323
737314509,8344
850736242,5412
798738801,5311
780061717,1420
892340328,3141
847630553,1344
762453265,2411
821411577,3343
867845151,5223
806352590,7126
744636722,2263
873295233,2433
828938850,8131
805148129,7126
874487017,1343
738411536,2310
857557052,1420
790644245,7132
868571796,7125
848069019,5151
748415225,2131
859153333,2433
823948600,1330
792698067,1120
847426401,7512
736011712,3512
807601260,7223
806344442,2330
820068122,1221
801773437,3111
874305546,2353
897858836,1439
758136875,1222
804885643,2151
855465855,2166
870132084,3213
877161210,1311
775754389,5120
837154780,3313
795347467,4120
731245596,5151
796004774,3122
801920934,7543
818909244,2433
863033940,2433
877985813,9112
781012366,3313.0
720444478,5414
844371639,1431
818461437,1324
804870659,3112.0
831888490,3434
809730165,2635
754431513,1323.0
796107312,3412
830163721,2341
779454094,1330
779438385,3411
778744816,3114
866210824,1324
859021208,1311
876605872,5223
836549619,1223
894035175,1219
872336536,9111
838283215,2411
717720270,3344
798845433,3139
862305452,1221
740647375,3256
731135661,7543.0
846033859,2411.0
804716136,2635
790449106,1412
801802143,9622
788593258,8160
879978396,2511
820635557,7512.0
832075389,7511
778144093,2611
862250999,2431
858889891,1221
839122097,7312
748611256,3411
857587300,1211
775797832,3321
851080890,9112
847460243,2511
718269053,5131
840659075,2611
773152202,8344
866682922,1221
784979164,1324
780122284,8183
879653840,3344
835705444,3423
832743658,1212
804724514,4222
834115540,3422
846199564,8160
845150846,2152
872425432,5165
790393875,2221
837064717,3311
880606943,5419
847334365,1412
776934104,1346
738479797,2611
870008146,1343
845793520,4412.0
873264632,9112
868356810,3332
798706001,7411
785617047,2411
854458431,2433
775567774,2152
804638145,2621.0
733508854,7223
861292621,3343
847513849,5246
768831907,1213
884187263,7543
748533059,7543
780627103,2161
876292120,1420
829664052,3412
837247727,5222
847347267,4222
874638772,2529
797248320,1311
872792343,7111
858191649,9333
867467059,2133
884138170,2522
735837044,8341.0
786170955,7231
792540342,3115
724434098,4222
751057922,2431
895640363,3323
850822109,7112
848243188,5242
730475778,3115
847835073,3434
779749865,1324
788051653,3115
801848077,5312
876259401,3512
724537703,1321
785802716,1411
858475625,1431
719109143,3411
787495731,5321
818995133,3321
836793889,2513
807397973,8114
797189378,2529
784084331,7132
798761706,9313
859025387,1420
724572965,2264.0
750484863,6113
787743529,4226
883625309,3411
725900933,7413
843734887,4222
877099030,2269
868187128,8322
893947916,2634
884177985,9412
834776483,2512
808139334,2310
885632276,8153
816948841,5223
780053547,1221
850040790,2310
803082583,2529
867206931,2163
835164459,2133
847735629,4120
